Organization Name,Location,Tax Identification Number,KCEGP Code,Website,Short Description,Category,Category 3,Category 2,Link 1,Link 2,Link 3,Link 4,Status,Community of Opportunity,Current Pledges,Link 1 description,Link 2 description,Link 3 description,Link 4 description,Communities Served 1,Communities Served 2,Communities Served 3
National Foundation for Cancer Research,"5515 Security Lane Ste 1105
Rockville, MD 20852
(39.042126983, -77.112269028)",04-2531031,2892,https://www.NFCR.org,"If you agree that world-class, cutting-edge research is the key to more effective cancer treatments, prevention, and detection - join us now - save lives!","Disease, Disorders, & Medical Research",,,,https://www.guidestar.org/profile/04-2531031,,,Returning,,,,https://www.guidestar.org/profile/04-2531031,,,,,
Housing Hope,"5830 Evergreen Way
Everett, WA 98203
(47.945109987, -122.217131016)",94-3060709,9862,https://www.housinghope.org/,Provides affordable housing and supportive services to position families experiencing homelessness and poverty to improve their self-sufficiency to lead more sustainable lives.,Housing & Employment,Youth Development,Poverty Relief,https://www.charitynavigator.org/ein/943060709,https://www.guidestar.org/profile/94-3060709,,,New,,,https://www.charitynavigator.org/ein/943060709,https://www.guidestar.org/profile/94-3060709,,,Economically Disadvantaged People,Children & Youth,
Rebuilding Together,"999 N Capitol NE Ste 330
Washington, DC 20002
(38.902020831, -77.008456391)",52-1585880,4202,https://rebuildingtogether.org/,"Each year, we make more than 10000 zero-cost homes repairs for low-income families, people with disabilities, veterans and older adults.",Housing & Employment,Community Development,Poverty Relief,,https://www.guidestar.org/profile/52-1585880,,,NEW,,,,https://www.guidestar.org/profile/52-1585880,,,Economically Disadvantaged People,People With Disabilities,Seniors
Northwest's Child Inc.,"1823 N 85th St
Seattle, WA 98103
(47.690303986, -122.335410985)",91-1453752,9561,https://www.northwestschild.org,"Serving the day to day, year round needs of children, teens & young adults with moderate/severe developmental/physical disabilities in a community-based, integrated, day program.",Human & Civil Rights,"Recreation, Sports, Leisure, & Athletics","Mental Health, Disabilities, & Substance Abuse",https://www.charitynavigator.org/index.cfm?keyword_list=91-1453752&bay=search.results,https://www.guidestar.org/profile/91-1453752,,,Returning,,,https://www.charitynavigator.org/index.cfm?keyword_list=91-1453752&bay=search.results,https://www.guidestar.org/profile/91-1453752,,,People With Disabilities,Children & Youth,Economically Disadvantaged People
Defenders of Wildlife,"1130 17th St NW
Washington, DC 20036
(38.904966902, -77.038792259)",53-0183181,2531,https://defenders.org/,"Saving America's endangered animals & threatened habitats for future generations’ benefit through public education, citizen advocacy, legal action & scientific research.",Environment,,Animals,https://www.charitynavigator.org/ein/530183181,https://www.guidestar.org/profile/53-0183181,https://give.org/charity-reviews/national/Environment/Defenders-of-Wildlife-in-Washington-dc-364,,Returning,,,https://www.charitynavigator.org/ein/530183181,https://www.guidestar.org/profile/53-0183181,https://give.org/charity-reviews/national/Environment/Defenders-of-Wildlife-in-Washington-dc-364,,,,
New Horizons,"2709 3rd Ave
Seattle, WA 98121
(47.617152979, -122.349543042)",91-1250114,2808,https://www.nhmin.org,"Our mission is to confront our community's crisis and end homelessness, one young person at a time.",Housing & Employment,,,,https://www.guidestar.org/profile/91-1250114,,,Returning,,,,https://www.guidestar.org/profile/91-1250114,,,,,
Empowering Youth and Families Outreach,"8172 Rainier Ave S
Seattle, WA 98118
(47.529763005, -122.269685968)",02-0553368,10010,https://www.eyfo.org,Our mission is to make a lifelong impact in the lives of youth by offering multifaceted programs that raise resilient leaders who are empowered to achieve their dreams.,Community Development,"Arts, Culture, & Humanities",Education & Literacy,,,,,Returning,,,,,,,Children & Youth,"Black, African American, African",Economically Disadvantaged People
Literacy Source,"3200 NE 125th St
Seattle, WA 98125
(47.719568982, -122.293799027)",91-2101208,9298,https://www.literacysource.org,"We provide free classes and one-on-one tutoring in basic skills - reading, math, English, citizenship and computers - to over 1,200 low-income adults in King County each year.",Education & Literacy,,Community Development,https://www.charitynavigator.org/ein/912101208,https://www.guidestar.org/profile/91-2101208,https://www.bbb.org/charity-reviews/greatwestpacific/literacy-source-in-seattle-wa-22466784,,Returning,,,https://www.charitynavigator.org/ein/912101208,https://www.guidestar.org/profile/91-2101208,https://www.bbb.org/charity-reviews/greatwestpacific/literacy-source-in-seattle-wa-22466784,,"Immigrants, Migrants, Refugees",Economically Disadvantaged People,
Friends of Lake Sammamish State Park,"2000 NW Sammamish Rd
Issaquah, WA 98027
(47.555663002, -122.065126962)",46-2633224,10924,https://www.lakesammamishfriends.org,"Promotes, enhances and protects Lake Sammamish State Park. Our work includes advocacy, habitat restoration, and community events.",Environment,,"Arts, Culture, & Humanities",https://www.charitynavigator.org/ein/462633224,https://www.guidestar.org/profile/46-2633224,,,Returning,,,https://www.charitynavigator.org/ein/462633224,https://www.guidestar.org/profile/46-2633224,,,Children & Youth,,
Friends of the Earth,"1101 15th St NW 11th Fl
Washington, DC 20005
(38.903940874, -77.034217583)",23-7420660,2584,https://foe.org/,"Fights for a more healthy and just world, speaks truth to power, and exposes those who endanger the planet for profit.",Environment,,,https://www.charitynavigator.org/ein/237420660,https://www.guidestar.org/profile/23-7420660,https://give.org/charity-reviews/national/Environment/Friends-of-the-Earth-in-Washington-dc-3240,,Returning,,,https://www.charitynavigator.org/ein/237420660,https://www.guidestar.org/profile/23-7420660,https://give.org/charity-reviews/national/Environment/Friends-of-the-Earth-in-Washington-dc-3240,,,,
National Black Child Development Institute,"8455 Colesville Rd Ste 910
Silver Spring, MD 20910
(38.99555101, -77.029750029)",52-0908178,5019,https://www.nbcdi.org,"Works to improve and advance the quality of life for Black children and families through education, advocacy, and other programs.",Youth Development,,Education & Literacy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9550#.VxZp6PkrKJA,https://www.guidestar.org/profile/52-0908178,,https://greatnonprofits.org/org/national-black-child-development-institute-inc-2,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9550#.VxZp6PkrKJA,https://www.guidestar.org/profile/52-0908178,,https://greatnonprofits.org/org/national-black-child-development-institute-inc-2,Children & Youth,"Black, African American, African",
Pride Foundation,"2014 E Madison St Ste 300
Seattle, WA 98122
(47.617668005, -122.305650032)",91-1325007,9189,https://www.pridefoundation.org,Fuels transformational movements to advance equity and justice for LGBTQ+ people in all communities across the Northwest.,Human & Civil Rights,Social & Economic Justice,Youth Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12592,https://www.guidestar.org/profile/91-1325007,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12592,https://www.guidestar.org/profile/91-1325007,,,LGBTQIA,Children & Youth,"Black, African American, African"
Hunger Intervention Program,"3841 NE 123rd St
Seattle, WA 98125
(47.717063002, -122.285801015)",26-3716527,9355,https://www.hungerintervention.org,"Increase food security for underserved populations in north King County through nutritious meals, educational programs, and advocacy.",Food & Hunger,Social & Economic Justice,Poverty Relief,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=263716527,https://www.guidestar.org/profile/26-3716527,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=263716527,https://www.guidestar.org/profile/26-3716527,,,Economically Disadvantaged People,Seniors,Children & Youth
Fisher House Foundation Inc.,"12300 Twinbrook Pkwy Ste 410
Rockville, MD 20852
(39.05912498, -77.120008039)",11-3158401,2820,https://www.fisherhouse.org,"We build and donate Fisher Houses at military/VA medical centers, support existing houses, help military families in need and award Scholarships for Military Children.",Housing & Employment,Education & Literacy,Food & Hunger,,https://www.guidestar.org/profile/11-3158401,,,Returning,,,,https://www.guidestar.org/profile/11-3158401,,,,,
Parkinson's Research - The Michael J. Fox Foundation for Parkinson's Research,"Grand Central Station, PO Box 4777
New York, NY 10163
(40.75229, -73.97793)",13-4141945,2806,https://www.michaeljfox.org,"Our urgent goal: eliminate Parkinson's disease in our lifetime. 88 cents of every dollar spent goes to research, leading to 900 million granted since 2000.","Disease, Disorders, & Medical Research",,Education & Literacy,,https://www.guidestar.org/profile/13-4141945,,,Returning,,,,https://www.guidestar.org/profile/13-4141945,,,,,
Military Community Youth Ministries,"540 N Cascade Ste 300
Colorado Springs, CO 80903
(38.84189899, -104.825374021)",74-2238462,4183,https://www.mcym.org,Caring for military families through relational ministry to military teens worldwide. Partnering with Young Life and the local chapel.,Youth Development,,Spiritual Development,,https://www.guidestar.org/profile/74-2238462,,,Returning,,,,https://www.guidestar.org/profile/74-2238462,,,Children & Youth,Veterans & Military,
Clinton Foundation,"1200 President Clinton Ave
Little Rock, AR 72201
(34.746524149, -92.258366892)",31-1580204,3577,https://www.clintonfoundation.org,"We improve lives by working together with partners worldwide to create economic opportunity, improve public health, and inspire civic engagement.?",Emergency & Disaster Services,International Relief & Development,Food & Hunger,https://www.charitynavigator.org/ein/311580204,https://www.guidestar.org/profile/31-1580204,https://www.give.org/charity-reviews/national/clinton-foundation-aka-bill-hillary-and-chelsea-clinton-foundation-in-new-york-ny-655,,Returning,,,https://www.charitynavigator.org/ein/311580204,https://www.guidestar.org/profile/31-1580204,https://www.give.org/charity-reviews/national/clinton-foundation-aka-bill-hillary-and-chelsea-clinton-foundation-in-new-york-ny-655,,Economically Disadvantaged People,Children & Youth,Women & Girls
EOD Warrior Foundation,"716 Crestview Ave Ste 305
Niceville, FL 32578
(30.528336992, -86.469996975)",20-8618412,2773,https://www.eodwarriorfoundation.org,"Supports the EOD community to ensure the financial, social and emotional well being of EOD Family.",Poverty Relief,,Education & Literacy,,https://www.guidestar.org/profile/20-8618412,,,Returning,,,,https://www.guidestar.org/profile/20-8618412,,,,,
Washington Homeownership Resource Center,"5101 14th Ave NW Ste 315
Seattle, WA 98107
(47.665862985, -122.373903032)",91-1669492,10862,https://www.homeownership-wa.org,"We increase and preserve homeownership in WA by empowering current & future homeowners. We provide info/referral to homebuyer education, foreclosure counseling, and legal aid.",Housing & Employment,,,https://www.charitynavigator.org/ein/911669492,,,,Returning,,,https://www.charitynavigator.org/ein/911669492,,,,,,
"Planned Parenthood Great Northwest, Hawai'i, Alaska, Indiana, Kentucky","2001 E Madison St
Seattle, WA 98122
(47.617370993, -122.305133958)",91-0686012,9673,https://www.ppgnhaik.org,"Reproductive health agency that provides high-quality, affordable reproductive health care for everyone. Health centers located across Western Washington.",Health (General),Community Development,Education & Literacy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4341,https://www.guidestar.org/profile/91-0686012,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4341,https://www.guidestar.org/profile/91-0686012,,,Women & Girls,LGBTQIA,Economically Disadvantaged People
Ocean Conservancy,"1300 19th St NW 8th Fl
Washington, DC 20036
(38.907466595, -77.043978729)",23-7245152,2502,https://oceanconservancy.org/,"Informs, inspires and empowers citizens to take action on behalf of the ocean.",Environment,,,https://www.charitynavigator.org/ein/237245152,https://www.guidestar.org/profile/23-7245152,https://give.org/charity-reviews/national/Environment/Ocean-Conservancy-in-Washington-dc-1818,,Returning,,,https://www.charitynavigator.org/ein/237245152,https://www.guidestar.org/profile/23-7245152,https://give.org/charity-reviews/national/Environment/Ocean-Conservancy-in-Washington-dc-1818,,,,
